Warranty Category;First year warranty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Global Product Hierarchy;Fabric Care;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Service Type;Service call;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reference Market Global Options;Reference Markets Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Markets;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plants;Electrolux Plants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Components;All;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Qty Sold;;;;;;;;;;;;;;QTY Service Calls;;;;;;;;;;;;;;Total Qty Sold;Total QTY Service Calls;;;
;-1;Year 1;;;;;;;;;;;;;-1;Year 1;;;;;;;;;;;;;;;;;
Row Labels;;0;1;2;3;4;5;6;7;8;9;10;11;12;;0;1;2;3;4;5;6;7;8;9;10;11;12;;;;12658;#REF!
202202;174552;174552;174552;174552;174552;174552;174552;174552;174552;174552;174552;174552;174552;174552;210;1324;1316;992;869;678;659;559;543;553;555;611;606;334;174552;9809;;;
202203;152451;152451;152451;152451;152451;152451;152451;152451;152451;152451;152451;152451;152451;152451;207;1212;1235;1003;823;843;697;685;587;559;525;562;617;343;152451;9898;;;
202204;189506;189506;189506;189506;189506;189506;189506;189506;189506;189506;189506;189506;189506;189506;185;995;911;720;756;712;712;575;555;514;501;496;477;307;189506;8416;;;
202205;184588;184588;184588;184588;184588;184588;184588;184588;184588;184588;184588;184588;184588;184588;123;1029;917;634;634;687;663;711;611;545;529;512;517;331;184588;8443;;;
202206;168477;168477;168477;168477;168477;168477;168477;168477;168477;168477;168477;168477;168477;168477;93;994;827;538;513;457;551;600;602;484;524;465;447;255;168477;7350;;;
202207;174466;174466;174466;174466;174466;174466;174466;174466;174466;174466;174466;174466;174466;174466;93;941;843;497;407;428;474;526;495;529;477;472;454;278;174466;6914;;;
202208;181108;181108;181108;181108;181108;181108;181108;181108;181108;181108;181108;181108;181108;181108;96;859;736;494;416;428;372;409;471;494;481;466;422;265;181108;6409;;;
202209;244439;244439;244439;244439;244439;244439;244439;244439;244439;244439;244439;244439;244439;244439;101;1002;867;494;491;430;446;441;517;532;632;645;565;316;244439;7479;;;
202210;259582;259582;259582;259582;259582;259582;259582;259582;259582;259582;259582;259582;259582;259582;124;883;884;549;440;418;394;452;437;494;592;648;712;313;259582;7340;;;
202211;270479;270479;270479;270479;270479;270479;270479;270479;270479;270479;270479;270479;270479;270479;101;1079;1042;633;552;498;453;435;476;477;551;664;741;420;270479;8122;;;
202212;179055;179055;179055;179055;179055;179055;179055;179055;179055;179055;179055;179055;179055;179055;93;1077;1067;578;471;406;379;353;398;377;427;496;601;380;179055;7103;;;
202301;191577;191577;191577;191577;191577;191577;191577;191577;191577;191577;191577;191577;191577;191577;83;1059;1087;812;586;509;444;431;401;405;457;458;527;353;191577;7612;;;
202302;177343;177343;177343;177343;177343;177343;177343;177343;177343;177343;177343;177343;177343;177343;114;908;1041;728;648;484;428;421;364;377;368;413;451;271;177343;7016;;;
202303;180078;180078;180078;180078;180078;180078;180078;180078;180078;180078;180078;180078;180078;180078;131;1060;943;824;719;650;501;450;400;411;398;454;420;278;180078;7639;;;
202304;150203;150203;150203;150203;150203;150203;150203;150203;150203;150203;150203;150203;150203;150203;63;780;707;512;510;475;485;381;349;319;293;328;308;160;150203;5670;;;
202305;162408;162408;162408;162408;162408;162408;162408;162408;162408;162408;162408;162408;162408;162408;62;809;741;538;458;504;505;489;400;379;353;339;378;232;162408;6187;;;
202306;182097;182097;182097;182097;182097;182097;182097;182097;182097;182097;182097;182097;182097;182097;73;771;713;502;421;385;448;441;465;361;346;323;332;198;182097;5779;;;
202307;156882;156882;156882;156882;156882;156882;156882;156882;156882;156882;156882;156882;156882;156882;69;697;658;465;391;346;351;392;392;372;333;315;286;164;156882;5231;;;
202308;168620;168620;168620;168620;168620;168620;168620;168620;168620;168620;168620;168620;168620;168620;46;661;645;405;314;333;316;318;373;372;327;324;324;153;168620;4911;;;
