period,qty_sold,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
201707,3073,15,6,10,4,6,5,4,4,3,4,3,3,2
201708,3705,10,18,10,3,19,9,5,12,8,3,6,3,1
201709,4293,15,24,15,9,18,10,9,5,13,5,7,8,3
201710,4924,10,14,13,16,12,10,3,13,4,6,5,8,6
201711,5074,13,26,14,12,9,10,5,3,3,7,7,11,4
201712,3939,15,23,13,13,7,3,5,4,8,7,3,7,4
201801,5573,11,13,11,6,7,9,7,5,4,8,6,8,2
201802,3790,12,16,7,4,4,8,1,2,10,10,6,7,4
201803,3145,10,14,5,4,4,5,2,5,4,5,2,6,2
201804,2799,6,5,6,7,3,2,1,1,3,3,5,8,2
201805,1860,6,7,7,4,6,7,1,4,3,3,1,1,1
201806,2254,8,6,5,5,4,4,2,6,3,4,5,3,2
201807,2778,7,5,5,5,7,3,4,2,5,3,5,6,1
201808,2652,9,9,7,3,5,4,7,6,3,2,4,2,1
201809,3077,9,12,10,11,5,2,3,4,1,7,7,7,3
201810,4124,16,10,13,8,4,8,3,5,5,3,6,8,1
201811,4803,8,14,6,4,3,4,5,2,5,4,6,8,2
201812,2830,18,14,10,9,8,1,7,7,7,6,4,6,2
201901,4199,9,9,8,3,7,3,5,4,7,2,8,3,3
201902,3144,8,7,6,3,6,6,2,5,2,3,6,2,2
201903,2162,14,7,10,2,7,5,3,3,1,7,3,2,4
201904,1767,10,6,5,2,10,8,3,8,5,3,1,4,1
201905,1561,9,9,5,6,2,5,1,1,1,3,4,5,2
201906,1493,4,3,9,3,3,4,4,2,1,1,1,1,1
201907,1873,5,3,3,1,5,4,5,3,1,1,1,1,1
201908,2143,5,8,7,3,6,4,1,2,6,1,1,7,1
201909,2202,11,7,7,8,4,6,1,2,1,2,3,3,6
201910,3215,10,5,3,4,4,4,1,1,3,5,3,1,3
201911,2808,12,17,3,4,4,3,2,5,4,6,5,7,4
201912,2096,15,7,2,2,3,6,1,1,5,4,5,5,1
202001,2762,5,13,8,3,5,11,3,4,4,4,2,4,2
202002,2985,13,8,1,3,6,1,2,2,1,2,3,3,2
202003,1863,5,6,5,3,4,4,7,2,6,1,1,3,4
202004,1371,4,7,7,1,1,3,4,4,1,3,3,2,1
202005,1405,1,5,1,1,2,4,4,4,1,1,1,4,3
202006,1893,6,9,1,3,3,3,1,2,1,1,2,3,1
202007,2166,5,5,4,5,2,2,10,1,2,1,1,5,3
202008,3013,5,4,2,8,10,4,4,1,5,5,5,7,1
202009,3004,8,8,10,6,6,7,2,3,8,3,1,7,1
202010,2372,6,28,10,5,4,5,1,1,6,4,7,4,3
202011,1772,31,47,22,17,20,6,6,12,10,6,5,5,3
202012,2360,41,42,31,23,22,9,10,7,8,5,2,4,5
202101,1682,36,43,21,16,9,9,3,6,3,3,4,4,2
202102,3881,27,27,15,17,11,7,9,3,4,1,6,3,4
202103,2970,16,17,10,8,6,2,5,6,6,1,6,2,1
202104,2178,10,15,12,10,6,6,2,2,4,4,2,3,1
202105,1771,11,13,3,6,2,6,5,5,5,1,5,3,1
202106,2245,16,13,6,2,9,1,3,3,1,1,2,1,1
202107,1958,11,14,8,4,2,4,2,2,4,4,1,1,3
202108,2939,5,13,5,7,4,3,9,4,6,6,4,3,1
202109,2649,11,12,6,8,6,6,6,1,2,1,1,3,4
202110,2447,6,16,10,5,10,6,3,7,1,2,5,8,2
202111,2982,8,21,24,7,6,12,6,6,3,8,4,9,6
202112,3009,15,25,26,14,8,11,4,6,8,7,2,7,6
202201,3653,20,30,15,11,6,8,7,3,2,5,4,5,3
202202,2576,15,27,12,6,4,2,7,3,7,4,6,2,2
202203,2228,14,15,8,6,6,7,4,6,2,3,3,3,3
202204,1835,10,13,7,3,8,3,5,2,1,3,5,3,1
202205,1509,10,8,1,7,2,4,9,4,1,2,1,2,1
202206,1347,4,11,7,4,2,2,2,2,1,2,3,3,1
202207,715,3,7,8,8,1,3,2,3,2,3,1,4,1
202208,991,7,5,6,3,3,3,1,1,1,1,1,2,1
