period,qty_sold,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
202009,631,16,21,9,11,12,10,14,8,10,16,2,5,3
202010,818,24,14,12,13,9,9,6,4,11,7,8,4,4
202011,804,17,10,17,10,8,3,6,6,5,9,3,7,4
202012,995,17,18,13,12,7,7,10,8,3,3,9,6,3
202101,804,26,12,17,7,11,6,1,3,2,6,6,7,3
202102,916,15,10,5,12,9,4,2,4,7,3,8,5,2
202103,870,26,11,5,11,6,11,6,6,2,5,10,3,5
202104,896,22,13,15,7,3,8,14,5,4,7,10,10,3
202105,798,13,31,8,10,6,6,6,7,7,7,4,2,5
202106,737,27,9,9,17,7,7,5,5,5,6,3,8,4
202107,572,12,13,5,3,1,3,3,6,7,1,6,3,3
202108,348,6,6,6,1,4,9,2,6,6,2,2,5,1
202109,533,7,12,4,3,5,6,5,1,3,7,2,4,5
202110,633,12,7,7,4,5,5,5,2,1,3,4,2,1
202111,561,10,14,7,4,3,6,5,4,8,3,4,5,2
202112,772,20,17,12,7,8,6,7,4,10,2,3,5,3
202201,657,20,9,8,13,7,5,6,5,9,4,3,6,2
202202,510,12,18,9,5,5,2,3,3,7,3,3,4,2
202203,514,13,13,9,3,9,3,6,8,2,4,4,5,4
202204,505,7,9,4,6,1,7,3,3,5,2,1,1,2
202205,438,10,7,5,5,6,6,2,2,4,1,3,4,1
202206,549,5,7,3,12,5,1,5,3,5,2,1,6,1
202207,284,3,6,3,1,3,2,4,2,1,1,1,2,4
