period,qty_sold,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
201810,8495,49,38,24,21,18,9,14,11,12,6,13,19,9
201811,8580,40,52,25,18,8,17,7,12,14,9,3,14,17
201812,5183,52,26,32,17,18,11,3,14,7,8,10,12,16
201901,7034,41,40,27,16,11,8,9,12,9,8,8,11,7
201902,8126,47,38,22,13,11,14,3,9,4,13,5,7,2
201903,8927,42,46,20,11,11,14,11,15,11,13,6,9,5
201904,7104,32,47,26,23,12,6,10,9,12,8,7,4,4
201905,7060,34,42,22,22,13,9,8,14,10,10,6,8,7
201906,6064,43,50,22,13,19,9,16,9,14,10,8,9,2
201907,6616,61,42,35,19,11,10,7,9,12,7,5,14,8
201908,6466,46,53,27,19,23,11,8,6,10,5,7,5,9
201909,7539,71,51,17,28,12,15,12,10,5,6,11,11,8
201910,9568,56,58,34,22,23,13,17,9,19,9,10,19,11
201911,8808,57,64,32,25,13,22,11,19,12,19,13,21,10
201912,6461,63,39,36,21,24,9,15,17,12,18,17,19,14
202001,7746,45,39,18,20,11,14,12,15,7,13,18,8,19
202002,7769,34,32,22,9,9,19,6,11,10,13,10,26,6
202003,7188,30,38,6,16,13,14,9,16,15,7,12,16,9
202004,1156,31,14,12,13,11,11,9,10,4,11,8,14,8
202005,2118,28,19,12,7,5,9,9,8,8,5,4,9,5
202006,4795,29,38,22,10,16,15,13,10,10,12,7,8,8
202007,7709,50,45,19,16,19,12,12,7,9,11,16,20,3
202008,7112,40,39,39,25,15,19,13,17,12,12,17,13,4
202009,9008,42,86,36,21,15,21,13,8,11,17,9,19,11
202010,10359,87,90,36,37,21,20,20,15,24,10,19,14,19
202011,9728,103,92,57,38,32,24,22,54,11,17,14,17,13
202012,7994,74,81,41,51,24,35,32,20,10,12,15,7,9
202101,5129,77,62,62,32,30,30,14,11,12,15,16,20,8
202102,6719,47,73,42,23,33,15,8,8,16,12,9,21,9
202103,9236,92,66,56,43,15,18,24,15,4,8,11,16,17
202104,8169,56,74,61,21,19,12,15,8,7,8,15,23,7
202105,8898,74,117,43,31,29,25,25,20,19,14,23,19,13
202106,8631,106,69,29,30,27,10,15,26,16,14,17,16,2
202107,7958,35,67,50,29,21,14,17,14,25,9,12,13,12
202108,6323,60,81,39,20,14,12,16,22,7,6,7,13,7
202109,7553,65,87,35,28,27,21,21,16,18,9,18,20,6
202110,7575,56,68,38,38,15,24,15,16,16,12,12,14,8
202111,8809,50,64,52,27,27,19,13,15,13,11,12,25,13
202112,5266,44,86,47,28,19,9,16,7,19,13,15,12,9
202201,5564,40,59,42,25,25,14,9,12,4,11,15,19,11
202202,5679,42,69,36,23,18,18,12,7,13,17,11,15,7
202203,5941,59,76,41,21,20,12,14,18,13,7,17,17,5
202204,6385,34,71,32,26,21,8,15,16,8,12,18,12,6
202205,6121,57,70,41,31,20,32,9,15,10,10,9,7,5
202206,5062,59,54,29,21,25,16,14,19,13,11,11,13,7
202207,5130,43,40,24,20,18,10,13,10,9,11,6,4,6
202208,5523,43,47,40,16,14,22,15,5,7,8,5,6,5
