period,qty_sold,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
202109,30430,207,153,94,60,47,57,43,49,40,34,36,38,12
202110,29229,186,161,99,85,58,60,70,42,61,33,53,33,24
202111,33407,172,148,81,63,66,45,47,47,50,38,46,51,24
202112,21452,169,120,72,65,49,40,48,34,47,47,40,39,18
202201,10652,146,92,59,70,46,39,31,45,36,31,40,43,22
202202,9470,138,86,49,49,39,25,34,22,30,30,28,29,16
202203,3652,106,73,35,38,34,34,35,23,21,23,22,20,5
202204,1270,83,51,47,29,28,22,25,21,14,13,19,10,12
202205,10315,81,59,40,27,25,21,17,21,19,18,14,14,12
202206,10940,59,58,22,24,23,16,26,26,27,15,15,22,11
202207,12598,53,67,41,30,30,35,34,39,17,14,18,10,11
202208,14773,72,58,44,30,38,30,32,26,18,11,17,17,9
