period,qty_sold,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
202007,39851,217,205,170,135,125,125,109,103,91,101,112,98,41
202008,25394,194,196,133,123,103,101,103,97,91,100,91,98,56
202009,46410,229,202,155,130,122,130,116,96,107,117,101,118,48
202010,40073,236,214,144,120,127,95,141,125,127,115,100,106,71
202011,43720,257,220,155,156,153,125,120,111,94,110,115,107,54
202012,37797,204,206,158,119,112,102,105,83,91,109,103,117,53
202101,30106,224,245,116,89,122,86,94,103,111,93,81,94,64
202102,32225,249,216,130,116,100,97,94,111,108,122,111,119,46
202103,34012,241,229,143,119,102,104,116,110,117,125,107,97,62
202104,32059,290,267,169,118,120,115,105,115,130,111,117,100,65
202105,29742,289,275,149,156,135,128,128,101,110,111,97,112,45
202106,31462,256,217,159,125,112,129,119,92,115,78,103,97,61
202107,31076,238,251,152,120,113,103,102,122,113,112,85,85,47
202108,33081,279,218,147,108,109,113,114,85,106,96,83,68,55
202109,38209,205,181,143,133,110,86,86,94,90,92,94,82,45
202110,34408,227,192,147,115,98,108,100,89,85,58,78,85,51
202111,39635,196,198,129,125,96,105,85,78,65,89,85,76,46
202112,30992,185,180,145,107,101,84,82,70,69,89,85,91,48
202201,27257,181,172,113,95,60,71,73,79,67,78,61,74,43
202202,21743,167,133,109,71,70,65,65,81,81,70,82,74,53
202203,24674,125,157,80,67,69,67,74,79,62,75,76,83,29
202204,32009,172,140,82,70,63,70,63,54,87,71,87,67,45
202205,32680,121,157,104,103,64,83,58,75,68,71,67,86,48
202206,27172,141,139,83,80,86,71,80,55,67,55,71,69,22
202207,28301,141,159,74,97,64,74,77,73,57,56,69,51,35
202208,27712,166,138,98,73,92,81,83,68,58,78,69,76,29
