period,qty_sold,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
202111,5617,29,17,10,5,6,5,2,1,3,6,4,9,2
202112,5493,17,12,12,4,5,4,1,3,4,3,5,6,1
202201,4137,18,14,8,2,3,3,2,4,3,2,2,3,1
202202,3719,18,10,7,4,3,1,4,2,3,5,1,2,3
202203,4463,12,12,6,6,4,1,2,6,2,1,2,2,2
202204,3888,14,9,8,5,3,3,3,1,2,4,3,1,1
202205,2448,7,11,3,1,4,3,3,5,3,6,3,1,1
202206,2765,8,9,3,4,3,1,1,1,3,1,1,1,1
202207,2672,6,13,1,6,5,6,2,1,2,3,2,1,1
202208,2734,11,4,3,7,6,1,1,4,2,2,2,2,1
