plant_key,period,period_as_date,market,reference_market,part_of_world,market_code,company_code,factory,warranty_category,service_type,pnc_sku,sell_out_date,failure_date,ttfi,qty_serv,product_line,product_group,product_subgroup,order_nr,warranty_key,product_unit_key
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515017,2021-01-27,2021-12-10,11,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005242743000,G,ZS-925515017-037-00017
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,923584056,2021-11-10,2021-11-26,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005172535000,G,ZS-923584056-130-00034
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933014291,2021-08-06,2021-12-01,4,1,Food Preservation,Freestanding Under Counter,Freestanding Under Counter Refrigerator,000005195883000,G,HUC-933014291-125-10126
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925504031,2021-09-13,2021-11-25,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005163925000,G,ZS-925504031-109-00058
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933024054,2021-01-28,2021-12-02,11,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000101758320001,G,HUC-933024054-049-20291
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925875751,2021-11-11,2021-11-25,0,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000T13390818001,G,ZS-925875751-106-00007
THF,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925060321,2021-08-02,2021-12-17,4,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000TA3404494001,G,THF-925060321-032-80298
THF,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925060321,2021-04-17,2021-12-06,8,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000E53396481001,G,THF-925060321-936-70799
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503182,2021-11-10,2021-11-22,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000101758028001,G,ZS-925503182-103-00206
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503184,2021-09-27,2021-12-07,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000S43398335001,G,ZS-925503184-119-00125
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933016164,2021-08-20,2021-12-14,4,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000T43402604001,G,HUC-933016164-124-20043
ZS,202112,2021-12-01,Poland,Reference Markets Only,Europe,PLM,PLM,Electrolux Plants,First year warranty,Service call,925501101,2021-11-04,2021-12-06,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008383421000,G,ZS-925501101-137-00081
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052581,2021-08-15,2021-12-01,4,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389866333000,G,HUY-925052581-130-10008
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052972,2021-07-08,2021-11-17,4,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,389867724000,G,HUY-925052972-122-30030
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070439,2021-03-23,2021-11-24,8,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,389871959000,G,HUY-925070439-109-40088
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070618,2021-10-15,2021-11-30,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,380218812001,G,HUY-925070618-132-30030
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925501115,2021-12-01,2021-12-09,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388061490000,G,ZS-925501115-144-00007
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503171,2021-04-09,2021-11-26,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388055440000,G,ZS-925503171-105-00157
ZS,202112,2021-12-01,Hungary,Reference Markets Only,Europe,HUL,HUM,Electrolux Plants,First year warranty,Service call,925561053,2021-05-25,2021-12-08,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000003242021000,G,ZS-925561053-117-00011
HUY,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925052171,2021-03-23,2021-11-01,8,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000005044358000,G,HUY-925052171-104-50011
HUY,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925053333,2021-05-17,2021-12-16,7,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,385077690000,G,HUY-925053333-116-20102
HUY,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925041186,2021-11-11,2021-11-18,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,000005124973000,G,HUY-925041186-051-30373
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503076,2021-12-01,2021-12-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005283541000,G,ZS-925503076-050-00013
ZS,202112,2021-12-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925512025,2021-04-20,2021-11-08,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000387596360000,G,ZS-925512025-103-00010
THF,202112,2021-12-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,925060627,2021-11-24,2021-12-03,1,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000387301278000,G,THF-925060627-123-72623
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511041,2021-09-01,2021-12-06,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386218495000,G,ZS-925511041-135-00226
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053885,2021-08-12,2021-12-07,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,389871135000,G,HUY-925053885-120-40031
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052631,2021-11-30,2021-11-30,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,380218414000,G,HUY-925052631-126-20048
HUY,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,925053654,2021-03-01,2021-11-17,8,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,385072609000,G,HUY-925053654-102-30097
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925561029,2021-09-13,2021-12-14,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005254786000,G,ZS-925561029-136-00074
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,923581058,2021-12-09,2021-12-25,0,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005311781000,G,ZS-923581058-110-00237
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933014134,2021-07-14,2021-12-02,5,1,Food Preservation,Freestanding Under Counter,Freestanding Under Counter Refrigerator,000005199483000,G,HUC-933014134-046-60028
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925501109,2021-08-13,2021-11-18,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005127423000,G,ZS-925501109-116-00196
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,922782037,2021-11-23,2021-12-17,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000005280685000,G,ZS-922782037-134-00050
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933024092,2021-08-04,2021-11-13,3,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000005102221000,G,HUC-933024092-118-50125
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,923581071,2021-09-06,2021-12-14,3,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000005256902000,G,ZS-923581071-106-00073
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503133,2021-03-18,2021-11-19,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005132182000,G,ZS-925503133-047-00685
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2021-06-25,2021-11-26,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005172476000,G,ZS-925515024-119-00132
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503177,2021-12-08,2021-12-08,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000U23398958001,G,ZS-925503177-141-00132
HUC,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933019567,2021-01-16,2021-11-22,10,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000U23388016001,G,HUC-933019567-048-50192
ZS,202112,2021-12-01,Poland,Reference Markets Only,Europe,PLM,PLM,Electrolux Plants,First year warranty,Service call,925561031,2021-10-30,2021-12-20,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008760621000,G,ZS-925561031-125-00078
ZS,202112,2021-12-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511041,2021-07-06,2021-11-29,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000386219561000,G,ZS-925511041-125-00073
ZS,202112,2021-12-01,Slovakia,Reference Markets Only,Europe,SOM,SOM,Electrolux Plants,First year warranty,Service call,925503167,2021-07-14,2021-12-14,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000001600421000,G,ZS-925503167-124-00359
HUY,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925070232,2020-10-30,2021-07-19,9,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,380152122000,G,HUY-925070232-041-40039
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925501100,2021-05-01,2021-12-09,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388061283000,G,ZS-925501100-108-00011
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503172,2021-10-06,2021-11-25,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388054976000,G,ZS-925503172-135-00113
ZS,202112,2021-12-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925505015,2020-12-09,2021-12-06,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000388059741000,G,ZS-925505015-045-00002
ZS,202112,2021-12-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925561003,2021-03-11,2021-12-07,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005221629000,G,ZS-925561003-103-00965
ZS,202112,2021-12-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925561053,2021-11-05,2021-11-29,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,380217542000,G,ZS-925561053-136-226
HUY,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925053332,2021-03-10,2021-10-28,7,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000005028469000,G,HUY-925053332-048-60047
HUY,202112,2021-12-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925054577,2021-10-30,2021-11-30,1,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000005185463000,G,HUY-925054577-105-50008
ZS,202112,2021-12-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,922784053,2021-11-26,2021-12-07,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,385076020000,G,ZS-922784053-138-119
ZS,202112,2021-12-01,Ireland,Reference Markets Only,Europe,EID,EID,Electrolux Plants,First year warranty,Service call,925505077,2021-11-19,2021-11-23,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000381422778000,G,ZS-925505077-129-00005
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2021-06-25,2021-11-25,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005163459000,G,ZS-925503180-120-00084
HUC,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,933026024,2021-11-11,2021-11-23,0,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Freezer,000005147721000,G,HUC-933026024-143-10170
ZS,202112,2021-12-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503134,2021-12-01,2021-12-05,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005212546000,G,ZS-925503134-942-01300
ZS,202112,2021-12-01,Estonia,Reference Markets Only,Europe,ETM,ETN,Electrolux Plants,First year warranty,Service call,922782034,2021-04-30,2021-10-11,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000000319121000,G,ZS-922782034-103-00110
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925514022,2021-03-29,2021-12-09,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E53399825001,G,ZS-925514022-052-00068
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,923585020,2021-02-14,2021-12-13,10,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000NB3401371001,G,ZS-923585020-051-00065
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503182,2021-10-12,2021-11-09,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000101757782001,G,ZS-925503182-136-00064
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925513024,2021-05-18,2021-12-01,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000FM3394279001,G,ZS-925513024-109-00116
ZS,202112,2021-12-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925505015,2021-01-14,2021-11-26,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E63391247001,G,ZS-925505015-044-00347
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925542766,2021-01-12,2021-12-09,11,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000005237406000,G,ZS-925542766-042-00561
ZS,202112,2021-12-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503168,2021-02-19,2021-12-16,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000005275023000,G,ZS-925503168-105-00386
